Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	1.26192993275	0.135441859856	0.00638531340783
2.0	1.26192993275	0.135441859856	0.00638531340783
3.0	1.26192993275	0.135441859856	0.00638531340783
4.0	1.26192993275	0.135441859856	0.00638531340783
5.0	1.26192993275	0.135441859856	0.00638531340783
6.0	1.26192993275	0.135441859856	0.00638531340783
7.0	1.26192993275	0.135441859856	0.00638531340783
8.0	1.26192993275	0.135441859856	0.00638531340783
9.0	1.26192993275	0.135441859856	0.00638531340783
10.0	1.26192993275	0.135441859856	0.00638531340783
11.0	1.26192993275	0.135441859856	0.00638531340783
12.0	1.26192993275	0.135441859856	0.00638531340783
13.0	1.26192993275	0.135441859856	0.00638531340783
14.0	1.26192993275	0.135441859856	0.00638531340783
15.0	1.26192993275	0.135441859856	0.00638531340783
16.0	1.26192993275	0.135441859856	0.00638531340783
17.0	1.26192993275	0.135441859856	0.00638531340783
18.0	1.26192993275	0.135441859856	0.00638531340783
19.0	1.26192993275	0.135441859856	0.00638531340783
20.0	1.26192993275	0.135441859856	0.00638531340783
21.0	1.26192993275	0.135441859856	0.00638531340783
