Iteration	Y	var_1
1.0	44.59375	0.73923240743
2.0	31.96875	0.172184653737
3.0	32.28125	0.548899883828
4.0	24.8125	0.260342236233
5.0	32.8125	0.648105607946
6.0	221.21875	0.991908187727
7.0	20.34375	8.93991479656e-06
8.0	90.875	0.907785902051
9.0	14.9375	0.0630462222252
10.0	46.125	0.404077742004
11.0	62.5625	0.819827740563
12.0	260.0	1.0
13.0	89.0	0.941784201454
14.0	27.3125	0.329550921999
15.0	17.5	8.93991479656e-06
16.0	36.5625	0.483332326279
17.0	29.84375	0.0681416359636
18.0	26.125	0.167684813659
19.0	66.53125	0.824355858522
20.0	35.78125	0.658851764383
21.0	260.0	1.0
22.0	101.71875	0.940039744417
23.0	27.4375	8.93991479656e-06
24.0	23.0625	0.317945089279
25.0	21.5	0.523392002264
