Iteration	Y	var_1
1.0	14.90625	0.284609333524
2.0	16.1875	0.605016129151
3.0	12.21875	0.200523184223
4.0	15.46875	0.196530624984
5.0	14.53125	0.421774480539
6.0	17.0	0.0348952596698
7.0	15.5	0.0348952596698
8.0	16.9375	0.0348952596698
9.0	13.8125	0.0348952596698
10.0	16.78125	0.601847270048
11.0	175.5	0.994306263085
12.0	24.40625	0.845180935739
13.0	12.0625	0.0
14.0	21.9375	0.742330332525
15.0	46.0625	0.913011150752
16.0	260.0	1.0
17.0	12.34375	0.431626760982
18.0	13.46875	0.0
19.0	14.9375	0.111660006872
20.0	21.5	0.744225317911
21.0	260.0	1.0
22.0	34.15625	0.905426157474
23.0	17.75	0.330689968527
24.0	15.78125	0.525655664353
25.0	10.1875	0.0
