Iteration	Y	var_1
1.0	34.453125	0.8870042541
2.0	23.5390625	0.713164084369
3.0	15.953125	0.537216801246
4.0	28.625	0.800451911785
5.0	16.9296875	0.155488814775
6.0	13.5390625	2.13172937191e-07
7.0	260.0	1.0
8.0	14.75	0.348176585265
9.0	14.890625	2.13172937191e-07
10.0	260.0	1.0
11.0	13.84375	0.142810908867
12.0	16.3125	0.427043582973
13.0	14.7265625	2.13172937191e-07
14.0	18.65625	0.623101731107
15.0	14.9453125	0.262391357325
16.0	14.359375	0.0550021139826
17.0	54.96875	0.947924036629
18.0	14.390625	0.483087551457
19.0	19.6171875	0.66955960715
20.0	14.4765625	0.217832950287
21.0	36.6015625	0.843191591453
22.0	14.140625	0.0941391346402
23.0	15.640625	0.309321118109
24.0	20.2578125	0.579082733019
25.0	108.8359375	0.97874246484
