Iteration	Y	var_1
1.0	46.203125	0.511180780228
2.0	53.625	0.331495702585
3.0	49.0	0.608124936251
4.0	36.546875	0.128604028657
5.0	33.703125	0.0354828005217
6.0	260.0	0.999994221714
7.0	87.140625	0.872730942478
8.0	52.59375	0.0
9.0	72.21875	0.769714378018
10.0	196.25	0.957220313805
11.0	40.609375	0.228420354452
12.0	48.359375	0.418788636568
13.0	54.390625	0.685481845206
14.0	48.203125	0.0703284807985
15.0	260.0	0.999994221714
16.0	191.1875	0.959252835113
17.0	41.5	0.0
18.0	104.125	0.878007279249
19.0	35.359375	0.220414480957
20.0	68.625	0.781676234069
21.0	55.28125	0.514162228623
22.0	49.140625	0.352784954998
23.0	63.796875	0.636847023319
24.0	44.546875	0.108120291129
25.0	36.6875	0.0
