Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	1.29198105437	0.12117561817	4.08161924134e-09
2.0	1.29198105437	0.12117561817	4.08161924134e-09
3.0	1.29198105437	0.12117561817	4.08161924134e-09
4.0	1.29198105437	0.12117561817	4.08161924134e-09
5.0	1.29198105437	0.12117561817	4.08161924134e-09
6.0	1.29198105437	0.12117561817	4.08161924134e-09
7.0	1.29198105437	0.12117561817	4.08161924134e-09
8.0	1.29198105437	0.12117561817	4.08161924134e-09
9.0	1.29198105437	0.12117561817	4.08161924134e-09
10.0	1.29198105437	0.12117561817	4.08161924134e-09
11.0	1.29198105437	0.12117561817	4.08161924134e-09
12.0	1.29198105437	0.12117561817	4.08161924134e-09
13.0	1.29198105437	0.12117561817	4.08161924134e-09
14.0	1.29198105437	0.12117561817	4.08161924134e-09
15.0	1.29198105437	0.12117561817	4.08161924134e-09
16.0	1.29198105437	0.12117561817	4.08161924134e-09
17.0	1.29198105437	0.12117561817	4.08161924134e-09
18.0	1.29198105437	0.12117561817	4.08161924134e-09
19.0	1.29198105437	0.12117561817	4.08161924134e-09
20.0	1.29198105437	0.12117561817	4.08161924134e-09
21.0	1.29198105437	0.12117561817	4.08161924134e-09
