Iteration	Y	var_1
1.0	10.15625	0.453243879019
2.0	37.75	0.938516353251
3.0	16.28125	0.272002902311
4.0	12.21875	0.249685533175
5.0	13.21875	0.191324966666
6.0	14.1875	0.0
7.0	19.375	0.710301620619
8.0	260.0	1.0
9.0	20.59375	0.579380187181
10.0	24.65625	0.825184786115
11.0	11.09375	0.0
12.0	14.71875	0.109265670596
13.0	15.375	0.405975724034
14.0	260.0	1.0
15.0	19.4375	0.62761172917
16.0	26.6875	0.832821740288
17.0	9.5625	0.0
18.0	14.15625	0.412610806617
19.0	260.0	1.0
20.0	13.125	0.0520650986761
21.0	14.3125	0.520414662729
22.0	17.125	0.759787261836
23.0	36.8125	0.889233298897
24.0	15.84375	0.337413135587
25.0	70.0625	0.973546501613
