Iteration	Y	var_1
1.0	43.90625	0.49003961871
2.0	42.6875	0.0452081349008
3.0	40.21875	0.339193582592
4.0	37.90625	0.304695458113
5.0	53.6875	0.359192304672
6.0	34.5625	0.248419790915
7.0	39.375	0.248419790915
8.0	45.125	0.248419790915
9.0	148.6875	0.918756729794
10.0	260.0	1.0
11.0	32.28125	0.711177231773
12.0	48.15625	6.6026852974e-06
13.0	68.3125	0.596658204128
14.0	63.59375	0.818695843214
15.0	30.53125	0.11532463532
16.0	260.0	1.0
17.0	47.46875	6.6026852974e-06
18.0	156.1875	0.895935673249
19.0	83.03125	0.718871477521
20.0	43.21875	0.485317390123
21.0	59.84375	0.115889040534
22.0	58.75	0.606149881812
23.0	260.0	1.0
24.0	37.28125	6.6026852974e-06
25.0	67.75	0.796377368251
