Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	1.62376487189	0.124520206857	0.135843566163
2.0	1.62376487189	0.124520206857	0.135843566163
3.0	1.64426667624	0.164098362389	0.000326008159055
4.0	1.64426667624	0.164098362389	0.000326008159055
5.0	1.64426667624	0.164098362389	0.000326008159055
6.0	1.64426667624	0.164098362389	0.000326008159055
7.0	1.64426667624	0.164098362389	0.000326008159055
8.0	1.64426667624	0.164098362389	0.000326008159055
9.0	1.64426667624	0.164098362389	0.000326008159055
10.0	1.64426667624	0.164098362389	0.000326008159055
11.0	1.64426667624	0.164098362389	0.000326008159055
12.0	1.64426667624	0.164098362389	0.000326008159055
13.0	1.64426667624	0.164098362389	0.000326008159055
14.0	1.64426667624	0.164098362389	0.000326008159055
15.0	1.64426667624	0.164098362389	0.000326008159055
16.0	1.64426667624	0.164098362389	0.000326008159055
17.0	1.64426667624	0.164098362389	0.000326008159055
18.0	1.64426667624	0.164098362389	0.000326008159055
19.0	1.64426667624	0.164098362389	0.000326008159055
20.0	1.64426667624	0.164098362389	0.000326008159055
21.0	1.64426667624	0.164098362389	0.000326008159055
