Iteration	Y	var_1
1.0	79.5	0.39072099849
2.0	54.28125	0.244701428583
3.0	238.09375	0.954330696764
4.0	74.46875	0.465954017623
5.0	42.40625	0.291497511583
6.0	68.0625	0.0
7.0	94.875	0.717823488936
8.0	260.0	1.0
9.0	37.09375	0.0
10.0	81.75	0.720014008384
11.0	260.0	1.0
12.0	63.78125	0.0
13.0	103.65625	0.721015227163
14.0	260.0	1.0
15.0	46.8125	0.125874505477
16.0	149.125	0.864185885573
17.0	76.96875	0.56301944989
18.0	59.40625	0.128134323285
19.0	158.8125	0.865744283818
20.0	40.59375	0.556991231047
21.0	92.625	0.353717032587
22.0	16.46875	0.13142905954
23.0	133.90625	0.867006892885
24.0	65.28125	0.0
25.0	82.3125	0.555205577682
