Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	1.39488187496	0.211800174017	0.0671087546806
2.0	1.39488187496	0.211800174017	0.0671087546806
3.0	1.39488187496	0.211800174017	0.0671087546806
4.0	1.39488187496	0.211800174017	0.0671087546806
5.0	1.39488187496	0.211800174017	0.0671087546806
6.0	1.39488187496	0.211800174017	0.0671087546806
7.0	1.39488187496	0.211800174017	0.0671087546806
8.0	1.39488187496	0.211800174017	0.0671087546806
9.0	1.39488187496	0.211800174017	0.0671087546806
10.0	1.39488187496	0.211800174017	0.0671087546806
11.0	1.39488187496	0.211800174017	0.0671087546806
12.0	1.39488187496	0.211800174017	0.0671087546806
13.0	1.39488187496	0.211800174017	0.0671087546806
14.0	1.39488187496	0.211800174017	0.0671087546806
15.0	0.713000243743	0.0583427185535	0.000329887341674
16.0	0.713000243743	0.0583427185535	0.000329887341674
17.0	0.713000243743	0.0583427185535	0.000329887341674
18.0	1.88433666464	0.0881932505125	0.000372806107466
19.0	1.88433666464	0.0881932505125	0.000372806107466
20.0	1.88433666464	0.0881932505125	0.000372806107466
21.0	1.88433666464	0.0881932505125	0.000372806107466
