Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	5.52074727429e-09	1.08276873425	0.999997325734
2.0	5.52074727429e-09	1.08276873425	0.999997325734
3.0	5.52074727429e-09	1.08276873425	0.999997325734
4.0	5.52074727429e-09	1.08276873425	0.999997325734
5.0	5.52074727429e-09	1.08276873425	0.999997325734
6.0	5.52074727429e-09	1.08276873425	0.999997325734
7.0	4.03982585062	0.318699808019	0.00107943714017
8.0	4.03982585062	0.318699808019	0.00107943714017
9.0	4.03982585062	0.318699808019	0.00107943714017
10.0	4.03982585062	0.318699808019	0.00107943714017
11.0	4.03982585062	0.318699808019	0.00107943714017
12.0	4.03982585062	0.318699808019	0.00107943714017
13.0	4.03982585062	0.318699808019	0.00107943714017
14.0	4.03982585062	0.318699808019	0.00107943714017
15.0	4.03982585062	0.318699808019	0.00107943714017
16.0	4.03982585062	0.318699808019	0.00107943714017
17.0	4.03982585062	0.318699808019	0.00107943714017
18.0	4.03982585062	0.318699808019	0.00107943714017
19.0	4.03982585062	0.318699808019	0.00107943714017
20.0	4.03982585062	0.318699808019	0.00107943714017
21.0	4.03982585062	0.318699808019	0.00107943714017
