Iteration	Y	var_1
1.0	28.34375	0.801814543661
2.0	20.3125	0.0983426183346
3.0	16.6875	0.0902788243707
4.0	15.78125	0.0642363370821
5.0	15.71875	0.0334861679315
6.0	16.3125	0.459634127829
7.0	260.0	1.0
8.0	22.125	0.62653051628
9.0	20.25	0.304255926898
10.0	49.5625	0.91083886405
11.0	21.875	0.208152745051
12.0	12.15625	0.709950163938
13.0	14.65625	0.0
14.0	18.0625	0.542324483312
15.0	18.375	0.383962627347
16.0	89.59375	0.958205693505
17.0	36.21875	0.856112206234
18.0	15.28125	0.163754843663
19.0	260.0	1.0
20.0	18.46875	0.0
21.0	24.09375	0.268585048684
22.0	33.625	0.744527060172
23.0	29.375	0.626107433161
24.0	21.03125	0.514243597325
25.0	14.3125	0.38975899503
