Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	1.04370346033	0.0850722524354	1.56435619072e-08
2.0	1.04370346033	0.0850722524354	1.56435619072e-08
3.0	1.04370346033	0.0850722524354	1.56435619072e-08
4.0	1.04370346033	0.0850722524354	1.56435619072e-08
5.0	1.04370346033	0.0850722524354	1.56435619072e-08
6.0	1.04370346033	0.0850722524354	1.56435619072e-08
7.0	1.04370346033	0.0850722524354	1.56435619072e-08
8.0	1.04370346033	0.0850722524354	1.56435619072e-08
9.0	1.04370346033	0.0850722524354	1.56435619072e-08
10.0	1.04370346033	0.0850722524354	1.56435619072e-08
11.0	1.04370346033	0.0850722524354	1.56435619072e-08
12.0	1.04370346033	0.0850722524354	1.56435619072e-08
13.0	1.04370346033	0.0850722524354	1.56435619072e-08
14.0	1.04370346033	0.0850722524354	1.56435619072e-08
15.0	1.04370346033	0.0850722524354	1.56435619072e-08
16.0	1.04370346033	0.0850722524354	1.56435619072e-08
17.0	1.04370346033	0.0850722524354	1.56435619072e-08
18.0	1.04370346033	0.0850722524354	1.56435619072e-08
19.0	1.04370346033	0.0850722524354	1.56435619072e-08
20.0	1.04370346033	0.0850722524354	1.56435619072e-08
21.0	1.04370346033	0.0850722524354	1.56435619072e-08
