Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	3.57195012443	0.277636729788	2.77183701714e-05
2.0	3.57195012443	0.277636729788	2.77183701714e-05
3.0	3.57195012443	0.277636729788	2.77183701714e-05
4.0	3.57195012443	0.277636729788	2.77183701714e-05
5.0	3.57195012443	0.277636729788	2.77183701714e-05
6.0	3.57195012443	0.277636729788	2.77183701714e-05
7.0	3.57195012443	0.277636729788	2.77183701714e-05
8.0	3.57195012443	0.277636729788	2.77183701714e-05
9.0	3.57195012443	0.277636729788	2.77183701714e-05
10.0	3.57195012443	0.277636729788	2.77183701714e-05
11.0	3.57195012443	0.277636729788	2.77183701714e-05
12.0	3.57195012443	0.277636729788	2.77183701714e-05
13.0	3.57195012443	0.277636729788	2.77183701714e-05
14.0	3.57195012443	0.277636729788	2.77183701714e-05
15.0	3.57195012443	0.277636729788	2.77183701714e-05
16.0	3.57195012443	0.277636729788	2.77183701714e-05
17.0	3.57195012443	0.277636729788	2.77183701714e-05
18.0	3.57195012443	0.277636729788	2.77183701714e-05
19.0	3.57195012443	0.277636729788	2.77183701714e-05
20.0	3.57195012443	0.277636729788	2.77183701714e-05
21.0	3.57195012443	0.277636729788	2.77183701714e-05
