Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	0.585517917023	0.104061209934	0.469034012123
2.0	0.585517917023	0.104061209934	0.469034012123
3.0	0.585517917023	0.104061209934	0.469034012123
4.0	0.585517917023	0.104061209934	0.469034012123
5.0	0.585517917023	0.104061209934	0.469034012123
6.0	0.585517917023	0.104061209934	0.469034012123
7.0	0.585517917023	0.104061209934	0.469034012123
8.0	0.585517917023	0.104061209934	0.469034012123
9.0	0.585517917023	0.104061209934	0.469034012123
10.0	0.585517917023	0.104061209934	0.469034012123
11.0	0.585517917023	0.104061209934	0.469034012123
12.0	0.585517917023	0.104061209934	0.469034012123
13.0	0.585517917023	0.104061209934	0.469034012123
14.0	0.585517917023	0.104061209934	0.469034012123
15.0	0.585517917023	0.104061209934	0.469034012123
16.0	0.585517917023	0.104061209934	0.469034012123
17.0	2.95936949339	0.0962356519053	0.000858342484523
18.0	2.95936949339	0.0962356519053	0.000858342484523
19.0	2.95936949339	0.0962356519053	0.000858342484523
20.0	2.95936949339	0.0962356519053	0.000858342484523
21.0	2.95936949339	0.0962356519053	0.000858342484523
