Iteration	rbf.variance	rbf.lengthscale	Gaussian_noise.variance
1.0	0.7945720655	0.0422308605866	0.127340302524
2.0	0.7945720655	0.0422308605866	0.127340302524
3.0	0.7945720655	0.0422308605866	0.127340302524
4.0	0.7945720655	0.0422308605866	0.127340302524
5.0	0.7945720655	0.0422308605866	0.127340302524
6.0	0.7945720655	0.0422308605866	0.127340302524
7.0	0.7945720655	0.0422308605866	0.127340302524
8.0	0.7945720655	0.0422308605866	0.127340302524
9.0	0.7945720655	0.0422308605866	0.127340302524
10.0	0.7945720655	0.0422308605866	0.127340302524
11.0	0.7945720655	0.0422308605866	0.127340302524
12.0	0.7945720655	0.0422308605866	0.127340302524
13.0	0.7945720655	0.0422308605866	0.127340302524
14.0	0.7945720655	0.0422308605866	0.127340302524
15.0	0.7945720655	0.0422308605866	0.127340302524
16.0	0.7945720655	0.0422308605866	0.127340302524
17.0	0.7945720655	0.0422308605866	0.127340302524
18.0	0.7945720655	0.0422308605866	0.127340302524
19.0	0.7945720655	0.0422308605866	0.127340302524
20.0	0.7945720655	0.0422308605866	0.127340302524
21.0	0.7945720655	0.0422308605866	0.127340302524
