Iteration	Y	var_1
1.0	21.875	0.614576233413
2.0	21.375	0.349325406413
3.0	68.46875	0.891998840822
4.0	32.625	0.823198523844
5.0	91.34375	0.962991471553
6.0	18.96875	0.0
7.0	22.375	0.174434602004
8.0	24.375	0.481530524284
9.0	15.09375	0.083498263551
10.0	32.34375	0.707182380541
11.0	22.3125	0.267013485746
12.0	260.0	1.0
13.0	22.40625	0.544067148765
14.0	17.4375	0.0340200434455
15.0	24.78125	0.411555056831
16.0	33.6875	0.76524951497
17.0	27.0625	0.13073263012
18.0	75.625	0.931259289417
19.0	18.09375	0.225329500402
20.0	33.0	0.659407783462
21.0	14.625	0.0129448417707
22.0	160.84375	0.985947509663
23.0	21.25	0.306335963999
24.0	44.5625	0.859565055373
25.0	23.1875	0.583738750382
